token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity
ytar,26,20,4,y,r,0.0,0.8846153846153846,0.19230769230769232,0.7254038179148311,recipes,0.38461538461538464,False,0.38461538461538464
pchedy,26,22,6,p,y,0.0,1.0,0.0,1.0,biological,0.46153846153846156,False,0.46153846153846156
sair,26,20,4,s,r,0.0,0.8461538461538461,0.11538461538461539,0.727540500736377,recipes,0.2692307692307692,False,0.2692307692307692
dchy,26,22,4,d,y,0.0,0.9230769230769231,0.8076923076923077,0.07460545193687232,herbal,0.8076923076923077,False,0.8076923076923077
okor,26,26,4,o,r,0.0,0.8846153846153846,0.7692307692307693,0.14942528735632182,herbal,0.5,False,0.5
odar,25,22,4,o,r,0.0,0.84,0.28,0.6724683544303797,recipes,0.36,False,0.36
kchy,25,21,4,k,y,0.0,0.96,0.88,0.11591962905718702,herbal,0.92,False,0.92
dchor,25,21,5,d,r,0.0,0.96,0.92,0.038580246913580245,herbal,0.92,False,0.92
@152;ain,25,22,8,@,n,0.0,0.96,0.36,0.5914826498422713,herbal,0.32,False,0.32
cheeky,25,24,6,c,y,0.0,0.92,0.16,0.794912559618442,biological,0.44,False,0.44
@152;am,25,20,7,@,m,0.04,0.92,0.36,0.5914826498422713,herbal,0.48,False,0.48
tchedy,25,21,6,t,y,0.0,0.92,0.0,0.96,recipes,0.36,False,0.36
qokeeey,25,18,7,q,y,0.0,1.0,0.12,0.875796178343949,recipes,0.6,False,0.6
otair,25,16,5,o,r,0.04,0.72,0.08,0.7974481658692185,recipes,0.72,False,0.72
olchey,24,20,6,o,y,0.0,0.9583333333333334,0.16666666666666666,0.8275862068965517,biological,0.5416666666666666,False,0.5416666666666666
okeody,24,22,6,o,y,0.16666666666666666,0.7083333333333334,0.25,0.41237113402061853,herbal,0.25,False,0.25
qopchedy,24,18,8,q,y,0.0,1.0,0.0,1.0,recipes,0.6666666666666666,False,0.6666666666666666
sheckhy,24,15,7,s,y,0.0,1.0,0.0,1.0,biological,0.5416666666666666,False,0.5416666666666666
olor,24,17,4,o,r,0.041666666666666664,0.9583333333333334,0.125,0.8290155440414507,biological,0.5416666666666666,False,0.5416666666666666
ycheey,24,21,6,y,y,0.0,1.0,0.25,0.7422680412371134,recipes,0.5833333333333334,False,0.5833333333333334
qokam,24,21,5,q,m,0.0,1.0,0.125,0.8704663212435233,recipes,0.4583333333333333,False,0.4583333333333333
qotor,24,20,5,q,r,0.0,0.9166666666666666,0.6666666666666666,0.3243243243243243,herbal,0.7083333333333334,False,0.7083333333333334
daiir,24,22,5,d,r,0.0,0.6666666666666666,0.375,0.3282051282051282,herbal,0.4166666666666667,False,0.4166666666666667
shear,24,19,5,s,r,0.0,0.9583333333333334,0.20833333333333334,0.7435456110154905,recipes,0.4583333333333333,False,0.4583333333333333
kor,24,20,3,k,r,0.0,1.0,0.7083333333333334,0.28330522765598654,herbal,0.5833333333333334,False,0.5833333333333334
ykeedy,23,22,6,y,y,0.0,0.9130434782608695,0.0,1.0,biological,0.391304347826087,False,0.391304347826087
otee@152;y,23,20,10,o,y,0.0,0.782608695652174,0.0,0.8695652173913043,recipes,0.5652173913043478,False,0.5652173913043478
kedy,23,16,4,k,y,0.0,1.0,0.0,1.0,biological,0.391304347826087,False,0.391304347826087
chedaiin,23,16,8,c,n,0.0,0.8260869565217391,0.0,0.8695652173913043,recipes,0.7391304347826086,False,0.7391304347826086
qokeody,23,17,7,q,y,0.0,0.9130434782608695,0.5652173913043478,0.38191881918819187,pharmaceutical,0.5652173913043478,False,0.5652173913043478
dshedy,23,19,6,d,y,0.0,0.9565217391304348,0.0,0.9565217391304348,biological,0.5217391304347826,False,0.5217391304347826
okam,23,22,4,o,m,0.043478260869565216,0.9130434782608695,0.17391304347826086,0.7335834896810506,herbal,0.4782608695652174,False,0.4782608695652174
kchol,23,20,5,k,l,0.0,1.0,0.8695652173913043,0.12568306010928962,herbal,0.8260869565217391,False,0.8260869565217391
kal,23,19,3,k,l,0.0,0.9565217391304348,0.08695652173913043,0.8662900188323918,recipes,0.43478260869565216,False,0.43478260869565216
qotey,23,19,5,q,y,0.0,1.0,0.13043478260869565,0.8646616541353384,recipes,0.5217391304347826,False,0.5217391304347826
yty,23,20,3,y,y,0.043478260869565216,0.8695652173913043,0.5217391304347826,0.2975970425138632,herbal,0.6956521739130435,False,0.6956521739130435
chety,23,23,5,c,y,0.0,0.9130434782608695,0.30434782608695654,0.6007462686567164,herbal,0.5217391304347826,False,0.5217391304347826
tal,22,14,3,t,l,0.0,0.8181818181818182,0.18181818181818182,0.6311475409836065,biological,0.45454545454545453,False,0.45454545454545453
oteos,22,17,5,o,s,0.09090909090909091,0.2727272727272727,0.22727272727272727,0.08997955010224949,zodiac,0.5,False,0.5
otaly,22,18,5,o,y,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.35918367346938773,recipes,0.3181818181818182,False,0.3181818181818182
okaly,22,18,5,o,y,0.18181818181818182,0.6363636363636364,0.13636363636363635,0.5872689938398358,recipes,0.3181818181818182,False,0.3181818181818182
olchedy,22,17,7,o,y,0.0,0.9545454545454546,0.045454545454545456,0.9525773195876288,biological,0.6818181818181818,False,0.6818181818181818
qoaiin,22,20,6,q,n,0.0,0.9545454545454546,0.45454545454545453,0.5344129554655871,recipes,0.4090909090909091,False,0.4090909090909091
teey,22,16,4,t,y,0.0,0.8181818181818182,0.13636363636363635,0.677618069815195,recipes,0.4090909090909091,False,0.4090909090909091
chockhy,22,22,7,c,y,0.045454545454545456,0.8636363636363636,0.5454545454545454,0.31048387096774194,herbal,0.3181818181818182,False,0.3181818181818182
dchol,22,22,5,d,l,0.045454545454545456,0.8636363636363636,0.7272727272727273,0.17600000000000002,herbal,0.6818181818181818,False,0.6818181818181818
qor,22,18,3,q,r,0.0,0.9090909090909091,0.3181818181818182,0.6720977596741344,biological,0.3181818181818182,False,0.3181818181818182
sh,21,19,2,s,h,0.0,0.6666666666666666,0.38095238095238093,0.3741648106904232,herbal,0.38095238095238093,False,0.38095238095238093
tchey,21,19,5,t,y,0.0,0.9047619047619048,0.42857142857142855,0.56,herbal,0.42857142857142855,False,0.42857142857142855
tedy,21,18,4,t,y,0.0,0.9523809523809523,0.0,1.0,biological,0.6190476190476191,False,0.6190476190476191
qokair,21,12,6,q,r,0.0,1.0,0.3333333333333333,0.65625,recipes,0.8571428571428571,False,0.8571428571428571
chedar,21,15,6,c,r,0.0,0.9047619047619048,0.0,0.9047619047619048,recipes,0.7142857142857143,False,0.7142857142857143
qotee@152;y,21,16,11,q,y,0.0,0.9523809523809523,0.0,1.0,recipes,0.5238095238095238,False,0.5238095238095238
qokeor,20,16,6,q,r,0.0,1.0,0.55,0.437956204379562,pharmaceutical,0.4,False,0.4
qotchdy,20,17,7,q,y,0.0,0.85,0.0,1.0,recipes,0.5,False,0.5
yteedy,20,16,6,y,y,0.05,0.9,0.0,0.95,recipes,0.5,False,0.5
okair,20,17,5,o,r,0.05,0.9,0.1,0.7960199004975124,recipes,0.5,False,0.5
otchedy,20,16,7,o,y,0.0,0.85,0.0,1.0,recipes,0.6,False,0.6
kee@152;y,20,16,9,k,y,0.0,1.0,0.0,1.0,recipes,0.5,False,0.5
keol,20,18,4,k,l,0.0,0.9,0.5,0.3902439024390244,herbal,0.45,False,0.45
oldy,20,14,4,o,y,0.05,0.75,0.35,0.5896805896805897,biological,0.5,False,0.5
tchy,20,18,4,t,y,0.0,0.95,0.8,0.14423076923076922,herbal,0.75,False,0.75
kchor,20,20,5,k,r,0.0,0.95,0.95,0.0477326968973747,herbal,0.95,False,0.95
shodaiin,20,18,8,s,n,0.0,0.9,0.65,0.2905569007263923,herbal,0.65,False,0.65
daiiin,20,20,6,d,n,0.0,0.85,0.6,0.3398058252427184,herbal,0.6,False,0.6
olky,19,13,4,o,y,0.05263157894736842,0.8421052631578947,0.05263157894736842,0.9447513812154695,biological,0.5789473684210527,False,0.5789473684210527
ldy,19,17,3,l,y,0.0,0.9473684210526315,0.05263157894736842,0.9447513812154695,biological,0.42105263157894735,False,0.42105263157894735
chedal,19,14,6,c,l,0.0,0.8947368421052632,0.0,0.8947368421052632,recipes,0.7894736842105263,False,0.7894736842105263
shecthy,19,11,7,s,y,0.0,0.9473684210526315,0.05263157894736842,0.8922651933701656,biological,0.5263157894736842,False,0.5263157894736842
qokeeo,19,13,6,q,o,0.0,1.0,0.21052631578947367,0.7808219178082192,recipes,0.6842105263157895,False,0.6842105263157895
aral,19,18,4,a,l,0.0,0.7894736842105263,0.2631578947368421,0.5191256830601093,recipes,0.5263157894736842,False,0.5263157894736842
lky,19,13,3,l,y,0.0,1.0,0.0,1.0,recipes,0.7894736842105263,False,0.7894736842105263
lo,19,14,2,l,o,0.0,1.0,0.05263157894736842,0.9447513812154695,recipes,0.42105263157894735,False,0.42105263157894735
oaiin,19,16,5,o,n,0.0,0.8421052631578947,0.5789473684210527,0.3575268817204301,herbal,0.5789473684210527,False,0.5789473684210527
olol,19,17,4,o,l,0.0,0.8421052631578947,0.3157894736842105,0.569482288828338,biological,0.5263157894736842,False,0.5263157894736842
kchey,19,19,5,k,y,0.05263157894736842,0.9473684210526315,0.5789473684210527,0.3575268817204301,herbal,0.631578947368421,False,0.631578947368421
shaiin,19,17,6,s,n,0.0,1.0,0.6842105263157895,0.3048128342245989,herbal,0.631578947368421,False,0.631578947368421
ykchy,19,16,5,y,y,0.05263157894736842,0.8947368421052632,0.7368421052631579,0.152,herbal,0.7894736842105263,False,0.7894736842105263
tchor,19,17,5,t,r,0.0,0.8947368421052632,0.7368421052631579,0.20266666666666666,herbal,0.7894736842105263,False,0.7894736842105263
ckhol,19,15,5,c,l,0.0,1.0,0.9473684210526315,0.05013192612137204,herbal,0.7894736842105263,False,0.7894736842105263
chain,19,17,5,c,n,0.0,0.9473684210526315,0.5789473684210527,0.40860215053763443,herbal,0.5789473684210527,False,0.5789473684210527
okeor,18,14,5,o,r,0.0,0.8333333333333334,0.7222222222222222,0.10682492581602375,herbal,0.3333333333333333,False,0.3333333333333333
{ch'}eedy,18,17,9,{,y,0.0,0.8333333333333334,0.0,1.0,biological,0.6111111111111112,False,0.6111111111111112
qotchedy,18,10,8,q,y,0.0,1.0,0.0,1.0,recipes,0.7777777777777778,False,0.7777777777777778
qokeed,18,14,6,q,d,0.0,1.0,0.05555555555555555,0.9415384615384614,recipes,0.5,False,0.5
qockhy,18,17,6,q,y,0.0,1.0,0.7777777777777778,0.15976331360946744,herbal,0.3333333333333333,False,0.3333333333333333
keody,18,16,5,k,y,0.0,0.8333333333333334,0.16666666666666666,0.6605504587155963,herbal,0.3888888888888889,False,0.3888888888888889
ytal,18,16,4,y,l,0.1111111111111111,0.7777777777777778,0.5,0.32432432432432434,herbal,0.3888888888888889,False,0.3888888888888889
dary,18,18,4,d,y,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.4363636363636364,herbal,0.3333333333333333,False,0.3333333333333333
qotchey,18,15,7,q,y,0.0,0.9444444444444444,0.4444444444444444,0.5421686746987953,herbal,0.5,False,0.5
ydaiin,18,17,6,y,n,0.0,1.0,0.6111111111111112,0.26865671641791045,herbal,0.5555555555555556,False,0.5555555555555556
chky,18,16,4,c,y,0.1111111111111111,0.8888888888888888,0.16666666666666666,0.7155963302752293,herbal,0.5555555555555556,False,0.5555555555555556
cham,18,16,4,c,m,0.0,0.9444444444444444,0.5555555555555556,0.32335329341317365,herbal,0.5555555555555556,False,0.5555555555555556
otchor,18,16,6,o,r,0.0,0.9444444444444444,0.8888888888888888,0.052941176470588235,herbal,0.8333333333333334,False,0.8333333333333334
chocthy,18,16,7,c,y,0.0,0.9444444444444444,0.6666666666666666,0.3214285714285714,herbal,0.6666666666666666,False,0.6666666666666666
qokchol,17,13,7,q,l,0.0,1.0,0.8235294117647058,0.1683168316831683,herbal,0.7647058823529411,False,0.7647058823529411
{ch'}eey,17,12,8,{,y,0.0,0.9411764705882353,0.058823529411764705,0.9379310344827586,biological,0.4117647058823529,False,0.4117647058823529
olkar,17,12,5,o,r,0.058823529411764705,0.8235294117647058,0.0,0.9411764705882353,text,0.4117647058823529,False,0.4117647058823529
qokaly,17,11,6,q,y,0.0,1.0,0.35294117647058826,0.6338983050847458,recipes,0.5294117647058824,False,0.5294117647058824
ke@152;y,17,16,8,k,y,0.0,1.0,0.0,1.0,biological,0.4117647058823529,False,0.4117647058823529
otchdy,17,15,6,o,y,0.11764705882352941,0.5294117647058824,0.058823529411764705,0.7620689655172413,cosmological,0.23529411764705882,False,0.23529411764705882
okeeol,17,14,6,o,l,0.058823529411764705,0.5882352941176471,0.5294117647058824,0.11409395973154361,pharmaceutical,0.4117647058823529,False,0.4117647058823529
tor,17,16,3,t,r,0.0,1.0,0.6470588235294118,0.33999999999999997,herbal,0.6470588235294118,False,0.6470588235294118
om,17,15,2,o,m,0.0,0.9411764705882353,0.5294117647058824,0.45637583892617445,herbal,0.35294117647058826,False,0.35294117647058826
rol,17,13,3,r,l,0.0,1.0,0.058823529411764705,0.9379310344827586,biological,0.5882352941176471,False,0.5882352941176471
okchor,17,16,6,o,r,0.058823529411764705,0.7647058823529411,0.7058823529411765,0.11295681063122923,herbal,0.7058823529411765,False,0.7058823529411765
oar,17,13,3,o,r,0.0,0.7058823529411765,0.17647058823529413,0.523972602739726,recipes,0.4117647058823529,False,0.4117647058823529
ols,17,17,3,o,s,0.058823529411764705,0.9411764705882353,0.35294117647058826,0.576271186440678,herbal,0.29411764705882354,False,0.29411764705882354
pol,17,13,3,p,l,0.0,0.9411764705882353,0.11764705882352941,0.8762886597938144,biological,0.47058823529411764,False,0.47058823529411764
dan,17,14,3,d,n,0.058823529411764705,0.8235294117647058,0.8823529411764706,0.1118421052631579,herbal,0.8235294117647058,False,0.8235294117647058
chs,17,15,3,c,s,0.0,0.8823529411764706,0.5882352941176471,0.2842809364548495,herbal,0.47058823529411764,False,0.47058823529411764
cthar,17,14,5,c,r,0.0,1.0,0.8235294117647058,0.1683168316831683,herbal,0.7058823529411765,False,0.7058823529411765
chokchy,17,14,7,c,y,0.0,0.7647058823529411,0.8235294117647058,0.11221122112211221,herbal,0.8235294117647058,False,0.8235294117647058
{ch'}e@152;y,16,10,12,{,y,0.0,1.0,0.0,1.0,biological,1.0,False,1.0
chedain,16,12,7,c,n,0.0,0.9375,0.0625,0.8715953307392996,recipes,0.6875,False,0.6875
cheeo,16,14,5,c,o,0.0,1.0,0.0,1.0,recipes,0.9375,False,0.9375
@152;air,16,12,8,@,r,0.0,0.6875,0.3125,0.367816091954023,recipes,0.25,False,0.25
qockhey,16,14,7,q,y,0.0,0.9375,0.625,0.3609022556390977,pharmaceutical,0.375,False,0.375
dchedy,16,16,6,d,y,0.0,0.9375,0.0,0.9375,biological,0.375,False,0.375
teol,16,15,4,t,l,0.0,0.9375,0.375,0.6106870229007634,biological,0.3125,False,0.3125
odain,16,13,5,o,n,0.0,0.9375,0.125,0.8062015503875969,recipes,0.375,False,0.375
olkedy,16,14,6,o,y,0.0,1.0,0.0,1.0,biological,0.625,False,0.625
orain,16,14,5,o,n,0.0,1.0,0.1875,0.803088803088803,recipes,0.375,False,0.375
ctheey,16,13,6,c,y,0.0,0.9375,0.75,0.1791044776119403,herbal,0.4375,False,0.4375
sheal,16,15,5,s,l,0.0625,0.8125,0.1875,0.6795366795366795,recipes,0.5625,False,0.5625
chkaiin,16,12,7,c,n,0.0,0.9375,0.5625,0.4226415094339623,herbal,0.5,False,0.5
choly,16,16,5,c,y,0.0,0.8125,0.75,0.05970149253731343,herbal,0.5625,False,0.5625
ytchy,16,14,5,y,y,0.0,0.9375,0.75,0.1791044776119403,herbal,0.75,False,0.75
ky,16,16,2,k,y,0.0,1.0,0.625,0.3609022556390977,herbal,0.625,False,0.625
ory,16,14,3,o,y,0.0625,0.875,0.25,0.676923076923077,biological,0.4375,False,0.4375
te@152;y,16,12,8,t,y,0.0,1.0,0.0,1.0,biological,0.5,False,0.5
ral,15,14,3,r,l,0.0,0.9333333333333333,0.0,0.9333333333333333,biological,0.5333333333333333,False,0.5333333333333333
ykeol,15,12,5,y,l,0.0,0.8,0.6,0.25641025641025644,herbal,0.3333333333333333,False,0.3333333333333333
shed,15,13,4,s,d,0.0,1.0,0.0,1.0,recipes,0.4666666666666667,False,0.4666666666666667
shal,15,13,4,s,l,0.0,0.9333333333333333,0.06666666666666667,0.8628318584070797,recipes,0.6,False,0.6
okeeo,15,13,5,o,o,0.0,0.8,0.13333333333333333,0.6607929515418502,recipes,0.6,False,0.6
chdar,15,11,5,c,r,0.0,0.8,0.0,0.9333333333333333,recipes,0.6666666666666666,False,0.6666666666666666
lshey,15,10,5,l,y,0.0,1.0,0.0,1.0,recipes,0.6,False,0.6
rain,15,10,4,r,n,0.0,1.0,0.06666666666666667,0.9292035398230089,recipes,0.8,False,0.8
qokch@152;y,15,13,11,q,y,0.0,0.9333333333333333,0.0,1.0,herbal,0.4666666666666667,False,0.4666666666666667
lkedy,15,10,5,l,y,0.0,0.9333333333333333,0.0,1.0,recipes,0.6,False,0.6
cheeor,15,15,6,c,r,0.0,0.8666666666666667,0.6,0.32051282051282054,herbal,0.3333333333333333,False,0.3333333333333333
chokaiin,15,14,8,c,n,0.0,0.8666666666666667,0.4666666666666667,0.4525862068965517,herbal,0.4,False,0.4
soiin,15,15,5,s,n,0.0,0.8,0.6,0.38461538461538464,herbal,0.3333333333333333,False,0.3333333333333333
chom,15,10,4,c,m,0.0,1.0,1.0,0.0,herbal,0.8,False,0.8
kair,15,10,4,k,r,0.0,0.9333333333333333,0.13333333333333333,0.7929515418502203,recipes,0.6,False,0.6
dl,15,15,2,d,l,0.0,0.8666666666666667,0.2,0.7236842105263158,herbal,0.26666666666666666,False,0.26666666666666666
dchey,15,15,5,d,y,0.0,0.9333333333333333,0.6666666666666666,0.25531914893617025,herbal,0.6666666666666666,False,0.6666666666666666
ychey,15,15,5,y,y,0.0,0.8,0.3333333333333333,0.5217391304347826,herbal,0.3333333333333333,False,0.3333333333333333
tchol,15,14,5,t,l,0.0,0.7333333333333333,0.8,0.12658227848101264,herbal,0.7333333333333333,False,0.7333333333333333
cthody,15,14,6,c,y,0.0,0.8666666666666667,0.8666666666666667,0.0,herbal,0.7333333333333333,False,0.7333333333333333
qok,14,13,3,q,k,0.0,1.0,0.14285714285714285,0.8484848484848485,recipes,0.42857142857142855,False,0.42857142857142855
ror,14,12,3,r,r,0.0,1.0,0.0,1.0,biological,0.5,False,0.5
olain,14,12,5,o,n,0.0,1.0,0.07142857142857142,0.9238578680203046,biological,0.35714285714285715,False,0.35714285714285715
okeeody,14,14,7,o,y,0.0,0.6428571428571429,0.14285714285714285,0.42424242424242425,recipes,0.35714285714285715,False,0.35714285714285715
ched,14,12,4,c,d,0.0,0.9285714285714286,0.0,0.9285714285714286,recipes,0.6428571428571429,False,0.6428571428571429
okees,14,12,5,o,s,0.07142857142857142,0.35714285714285715,0.0,0.5714285714285714,cosmological,0.2857142857142857,False,0.2857142857142857
lchdy,14,11,5,l,y,0.0,0.8571428571428571,0.07142857142857142,0.9238578680203046,recipes,0.5,False,0.5
cho@152;y,14,14,9,c,y,0.07142857142857142,0.8571428571428571,0.42857142857142855,0.4158415841584158,herbal,0.2857142857142857,False,0.2857142857142857
chdal,14,12,5,c,l,0.0,0.9285714285714286,0.0,1.0,recipes,0.42857142857142855,False,0.42857142857142855
sheos,14,12,5,s,s,0.0,0.8571428571428571,0.35714285714285715,0.5572139303482587,herbal,0.35714285714285715,False,0.35714285714285715
olar,14,13,4,o,r,0.0,0.8571428571428571,0.14285714285714285,0.6363636363636364,recipes,0.35714285714285715,False,0.35714285714285715
yky,14,13,3,y,y,0.07142857142857142,0.6428571428571429,0.5,0.20689655172413793,herbal,0.5714285714285714,False,0.5714285714285714
kchdy,14,12,5,k,y,0.0,1.0,0.07142857142857142,0.9238578680203046,herbal,0.6428571428571429,False,0.6428571428571429
cphol,14,13,5,c,l,0.0,1.0,0.7857142857142857,0.13526570048309178,herbal,0.5,False,0.5
odal,14,14,4,o,l,0.07142857142857142,0.8571428571428571,0.35714285714285715,0.48756218905472637,herbal,0.42857142857142855,False,0.42857142857142855
doiin,14,14,5,d,n,0.0,0.9285714285714286,0.7142857142857143,0.2038834951456311,herbal,0.6428571428571429,False,0.6428571428571429
qotchol,14,12,7,q,l,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0
do,14,11,2,d,o,0.0,0.9285714285714286,0.7857142857142857,0.13526570048309178,herbal,0.8571428571428571,False,0.8571428571428571
